artist_id,artist_name,external_url
6eSdhw46riw2OUHgMwR8B5,Odiseo,https://api.spotify.com/v1/artists/6eSdhw46riw2OUHgMwR8B5
5VQE4WOzPu9h3HnGLuBoA6,Vlasta Marek,https://api.spotify.com/v1/artists/5VQE4WOzPu9h3HnGLuBoA6
066X20Nz7iquqkkCW6Jxy6,LCD Soundsystem,https://api.spotify.com/v1/artists/066X20Nz7iquqkkCW6Jxy6
272ArH9SUAlslQqsSgPJA2,Glenn Horiuchi Trio,https://api.spotify.com/v1/artists/272ArH9SUAlslQqsSgPJA2
2KftmGt9sk1yLjsAoloC3M,Zucchero,https://api.spotify.com/v1/artists/2KftmGt9sk1yLjsAoloC3M
