song_id,song_name,song_duration,song_url,song_popularity,song_added,album_id,artist_id
4rzfv0JLZfVhOhbSQ8o5jZ,Api,376000,https://open.spotify.com/track/4rzfv0JLZfVhOhbSQ8o5jZ,2,2015-01-15 12:39:22+00:00,2pANdqPvxInB0YvcDiw4ko,0LyfQWJT6nXafLPZqxe9Of
5o3jMYOSbaVz3tkgwhELSV,Is,730066,https://open.spotify.com/track/5o3jMYOSbaVz3tkgwhELSV,0,2015-01-15 12:40:03+00:00,6nlfkk5GoXRL1nktlATNsy,0LyfQWJT6nXafLPZqxe9Of
4Cy0NHJ8Gh0xMdwyM9RkQm,All I Want,401440,https://open.spotify.com/track/4Cy0NHJ8Gh0xMdwyM9RkQm,51,2015-01-15 12:22:30+00:00,4hnqM0JK4CM1phwfq1Ldyz,066X20Nz7iquqkkCW6Jxy6
6hvFrZNocdt2FcKGCSY5NI,Endpoints,358760,https://open.spotify.com/track/6hvFrZNocdt2FcKGCSY5NI,0,2015-01-15 12:40:35+00:00,2usKFntxa98WHMcyW6xJBz,272ArH9SUAlslQqsSgPJA2
2E2znCPaS8anQe21GLxcvJ,You Are So Beautiful,176093,https://open.spotify.com/track/2E2znCPaS8anQe21GLxcvJ,0,2015-01-15 12:41:10+00:00,0ivM6kSawaug0j3tZVusG2,2KftmGt9sk1yLjsAoloC3M
